TITLE,RESTAURANT_ID,CUISINES,TIME,CITY,LOCALITY,RATING,VOTES,COST
"BAR,CASUAL DINING",14050,"American, Chinese, Continental, Mexican",12noon – 12midnight (Mon-Sun),Hyderabad,Film Nagar,4.2,933 votes,1400
"BAKERY,QUICK BITES",8538,"Bakery, Fast Food","1pm – 10pm (Mon),8:30am – 10pm (Tue-Sun)",New Delhi,Ashok Vihar Phase 1,3.9,409 votes,350
"CASUAL DINING,BAR",2538,"European, Italian, Burger, Salad, Healthy Food",7:30am – 1:30am (Mon-Sun),Mumbai,Lower Parel,4.1,3276 votes,2000
"LOUNGE,BAR",927,"North Indian, Mediterranean, Chinese",11am – 1am (Mon-Sun),Bangalore,MG Road,4.0,197 votes,3000
QUICK BITES,9385,"Chettinad, South Indian",6am – 11:30pm (Mon-Sun),Chennai,Maduravoyal,3.4,50 votes,300
QUICK BITES,13963,North Indian,"12noon – 3pm, 7pm – 1am (Mon, Tue, Wed, Thu...",Hyderabad,Madhapur,4.3,192 votes,250
QUICK BITES,2407,North Indian,11am – 11pm (Mon-Sun),New Delhi,Chhatarpur,3.2,119 votes,400
BAKERY,7651,"Desserts, Bakery",9:30am – 11pm (Mon-Sun),New Delhi,Greater Kailash 2 (GK 2),4.3,69 votes,300
CASUAL DINING,1032,"Andhra, Chinese, North Indian, Seafood",11am – 11:30pm (Mon-Sun),Bangalore,Kalyan Nagar,4.0,131 votes,800
QUICK BITES,1770,"North Indian, Chinese, Street Food, South Indian","10am – 5pm, 7pm – 11pm (Mon-Sun)",New Delhi,Dilshad Garden,4.0,640 votes,400
None,4790,"Biryani, Fast Food, Chinese, Beverages, Sandwich",11am – 1am (Mon-Sun),Citypark,1st right,3.9,67 votes,400
None,5643,"North Indian, Chinese",9am – 11:30pm (Mon-Sun),Bangalore,Koramangala 1st Block,3.8,263 votes,400
FINE DINING,11195,Italian,"6:30pm – 11:30pm (Mon-Sat),12:30pm – 3:30pm...",Mumbai,Chakala,4.5,698 votes,5000
"DESSERT PARLOR,QUICK BITES",9575,"Desserts, Ice Cream, Fast Food",11am – 11pm (Mon-Sun),New Delhi,Hauz Khas,4.1,45 votes,350
QUICK BITES,10283,"North Indian, Mughlai, Chinese, Fast Food, Beverages",11am – 12midnight (Mon-Sun),Gurugram,DLF Phase 3,3.6,32 votes,600
CASUAL DINING,8117,"Mangalorean, Seafood, North Indian",11am – 10:30pm (Mon-Sun),Bangalore,JP Nagar,3.9,38 votes,750
CASUAL DINING,5756,North Indian,12noon – 11pm (Mon-Sun),Hyderabad,Gachibowli,3.6,207 votes,700
"BAR,CASUAL DINING",7758,"Finger Food, Continental, Pizza","12noon – 11:30pm (Mon, Tue, Wed, Thu, Sun), 12noon...",Bangalore,Brigade Road,4.2,424 votes,1600
DESSERT PARLOR,11783,"Ice Cream, Juices, Desserts, Fast Food",12noon – 1am (Mon-Sun),Kochi,Edappally,3.8,83 votes,250
CASUAL DINING,5029,"North Indian, Chinese",11am – 11pm (Mon-Sun),Hyderabad,Neredmet,3.6,253 votes,700
CASUAL DINING,2875,South Indian,6:30am – 11pm (Mon-Sun),Chennai,Kodambakkam,3.5,48 votes,200
None,7715,"North Indian, South Indian, Chinese, Beverages",10am – 11:30pm (Mon-Sun),Hyderabad,Kukatpally,2.9,163 votes,550
"LOUNGE,BAR",14661,"Continental, American, Italian, North Indian, Arabian","4pm – 11:55pm (Mon, Tue, Wed, Thu, Sun)...",Hyderabad,Hitech City,3.8,824 votes,1200
"CASUAL DINING,BAR",6604,"BBQ, Chinese, North Indian, Kebab",5pm – 12midnight (Mon-Sun),Chennai,Semmancheri,3.8,141 votes,2200
"PUB,MICROBREWERY",1755,"American, Continental, North Indian, Mediterranean",11am – 1am (Mon-Sun),Bangalore,Old Airport Road,4.7,9506 votes,1800
CASUAL DINING,11492,"Mughlai, Chinese",12noon – 12midnight (Mon-Sun),Mumbai,Mahakali,4.2,925 votes,1100
QUICK BITES,8298,"North Indian, Chinese",7am – 11pm (Mon-Sun),Kochi,Opposite Al-Ameen School Near Lulu Mall NH 17 Edappally,NEW,,400
QUICK BITES,6605,Fast Food,12noon – 1am (Mon-Sun),Bangalore,Marathahalli,4.0,180 votes,400
QUICK BITES,5509,South Indian,"7am – 12:30pm, 4pm – 9:30pm (Mon-Sun)",Bangalore,Seshadripuram,4.3,103 votes,300
QUICK BITES,11305,"Biryani, South Indian",11am – 10pm (Mon-Sun),Hyderabad,Kukatpally,2.7,166 votes,350
CASUAL DINING,13912,"North Indian, Chinese, Italian, Seafood",12noon – 11:30pm (Mon-Sun),Mumbai,Near Andheri East Station,4.1,73 votes,600
QUICK BITES,12700,South Indian,"Closed (Mon),7am – 11pm (Tue-Sun)",Bangalore,Rajajinagar,3.9,103 votes,300
CASUAL DINING,9669,North Indian,"11am – 11:30pm (Mon, Wed, Thu, Fri, Sat, Sun)...",New Delhi,Uttam Nagar,4.6,644 votes,700
QUICK BITES,6971,"North Indian, Chinese",12:30pm – 11:30pm (Mon-Sun),Bangalore,Whitefield,2.7,167 votes,300
CASUAL DINING,13173,"Biryani, North Indian",11am – 12midnight (Mon-Sun),Hyderabad,Ghansi Bazaar,3.6,244 votes,500
QUICK BITES,1751,"Kerala, South Indian",10am – 11pm (Mon-Sun),Kochi,Fort Kochi,-,,500
"CAFÉ,BAKERY",5108,"Cafe, Bakery, Desserts",11am – 11pm (Mon-Sun),Hyderabad,Himayath Nagar,NEW,,500
CASUAL DINING,4676,"Asian, Mediterranean, North Indian, BBQ","11:30am – 4pm, 6:30pm – 12midnight (Mon-Sun)",Bangalore,Marathahalli,4.7,7354 votes,1400
CASUAL DINING,12968,"South Indian, Juices",6:30am – 10:30pm (Mon-Sun),Chennai,Ramapuram,2.8,104 votes,300
None,7288,"North Indian, Rolls",11am – 11pm (Mon-Sun),Noida,Sector 18,3.9,304 votes,300
QUICK BITES,15078,"South Indian, Fast Food",6am – 10pm (Mon-Sun),Chennai,Besant Nagar,3.7,175 votes,250
CAFÉ,14646,"Cafe, Beverages, Fast Food, Street Food",8:30am – 10pm (Mon-Sun),Bangalore,Jayanagar,4.1,450 votes,400
"CAFÉ,BAKERY",13672,"Cafe, Bakery, Fast Food, Desserts",11am – 11pm (Mon-Sun),Bangalore,HSR,3.9,214 votes,600
CASUAL DINING,1779,"Biryani, North Indian, Hyderabadi",12noon – 11pm (Mon-Sun),New Delhi,Connaught Place,3.9,1954 votes,800
CASUAL DINING,4311,"Chinese, North Indian",12noon – 11pm (Mon-Sun),Karnataka 560103,Bengaluru,3.9,229 votes,400
QUICK BITES,14489,"Street Food, Fast Food",9am – 9pm (Mon-Sun),New Delhi,Pitampura,3.7,243 votes,100
QUICK BITES,12688,South Indian,7am – 11pm (Mon-Sun),Bangalore,Koramangala 6th Block,4.0,49 votes,300
QUICK BITES,4533,"Lebanese, Fast Food",11am – 11pm (Mon-Sun),Navi Mumbai,Kharghar,4.3,618 votes,300
DESSERT PARLOR,15130,Desserts,10am – 11pm (Mon-Sun),New Delhi,Janakpuri,3.9,197 votes,400
QUICK BITES,2229,Fast Food,11:30am – 12:30AM (Mon-Sun),Kochi,Edappally,3.0,30 votes,400
MESS,7241,"Kerala, Chinese, South Indian",7:30am – 10:30pm (Mon-Sun),Bangalore,Marathahalli,3.2,9 votes,300
QUICK BITES,2832,Fast Food,11am – 11pm (Mon-Sun),Bhayandar,Mira Bhayandar,4.0,182 votes,400
CASUAL DINING,4665,"Chinese, Thai","11am – 4pm, 7pm – 11:30pm (Mon-Sun)",Mumbai,Parel,3.8,273 votes,850
QUICK BITES,5272,South Indian,7am – 11pm (Mon-Sun),Bangalore,Malleshwaram,3.7,31 votes,300
FINE DINING,3743,"North Indian, South Indian, Continental, Chinese",24 Hours (Mon-Sun),Hyderabad,Begumpet,4.2,501 votes,2000
QUICK BITES,3033,"North Indian, Biryani","11am – 3pm, 7pm – 1am (Mon-Sun)",Hyderabad,Kondapur,2.8,99 votes,350
CASUAL DINING,1427,"South Indian, North Indian",7:30am – 10pm (Mon-Sun),Kochi,Nedumbassery,3.2,13 votes,300
QUICK BITES,1712,"Healthy Food, Beverages",8am – 10pm (Mon-Sun),Bangalore,Jayanagar,NEW,,400
None,1247,"Rolls, Biryani, North Indian, Sandwich, Salad, Wraps",11am – 1am (Mon-Sun),Gurgaon,Sector 56,4.3,434 votes,600
QUICK BITES,11378,"Street Food, Chinese",12noon – 10:30pm (Mon-Sun),Hyderabad,Kukatpally,3.0,79 votes,250
QUICK BITES,13748,Fast Food,7am – 1am (Mon-Sun),Hyderabad,Kondapur,3.6,29 votes,300
CASUAL DINING,8679,"North Indian, Mughlai, Chinese, Seafood","12noon – 3:30pm, 6:30pm – 12:30AM (Mon-Sun)",Mumbai,Juhu,4.2,1191 votes,2200
CASUAL DINING,8140,"North Indian, Mughlai","12noon – 4pm, 7pm – 11:30pm (Mon-Sun)",Mumbai,Malad West,4.0,1465 votes,1500
CAFÉ,872,"Cafe, Coffee, Tea",11am – 11pm (Mon-Sun),Chennai,Kilpauk,3.9,40 votes,500
None,4693,"Burger, Continental",5pm – 4am (Mon-Sun),New Delhi,Dwarka,NEW,,200
DESSERT PARLOR,7551,"Desserts, Ice Cream",11am – 11pm (Mon-Sun),Chennai,Ambattur,3.4,34 votes,150
QUICK BITES,3152,South Indian,7am – 12noon (Mon-Sun),Hyderabad,Kompally,2.8,50 votes,120
CASUAL DINING,8195,"South Indian, Chinese, Chettinad, Biryani, Kebab",11am – 12midnight (Mon-Sun),Chennai,T. Nagar,3.5,33 votes,750
CASUAL DINING,9700,"Chinese, North Indian, South Indian",6:30am – 10:30pm (Mon-Sun),Secunderabad,Marredpally,3.7,89 votes,450
QUICK BITES,7602,"North Indian, Chinese",8am – 11pm (Mon-Sun),Chennai,Nungambakkam,3.6,43 votes,500
CASUAL DINING,4843,"North Indian, Kerala, South Indian",7am – 10pm (Mon-Sun),Kochi,Fort Kochi,-,,400
CASUAL DINING,297,"South Indian, Biryani",7am – 11pm (Mon-Sun),Aluva Circle,Athani,-,,300
QUICK BITES,3053,"Fast Food, Lebanese, American",12noon – 11pm (Mon-Sun),Mumbai,Colaba,3.7,619 votes,500
QUICK BITES,268,"North Indian, Chinese","12:30pm – 4pm, 6:30pm – 11pm (Mon, Wed, Thu...",Bangalore,HSR,3.7,20 votes,200
QUICK BITES,212,"Burger, Fast Food, Beverages, American","9am – 11:30am, 12:30pm – 11:30pm (Mon-Sun)",New Delhi,Defence Colony,4.1,484 votes,600
QUICK BITES,6157,South Indian,7am – 10:30pm (Mon-Sun),Chennai,Mogappair,4.0,37 votes,150
QUICK BITES,2724,"Beverages, Healthy Food",9am – 9pm (Mon-Sun),Kochi,Kaloor,3.6,12 votes,300
QUICK BITES,11164,"Chinese, Fast Food",11:45am – 11pm (Mon-Sun),Bangalore,Sahakara Nagar,NEW,,250
BAR,14669,Finger Food,11am – 11pm (Mon-Sun),Chennai,Perungudi,3.8,64 votes,1500
BAKERY,1071,Bakery,10am – 9pm (Mon-Sun),Kothaguda,Aditya Heights,3.5,19 votes,300
CASUAL DINING,302,"Andhra, Biryani, Chinese","12noon – 3:30pm, 6pm – 10:30pm (Mon-Sun)",Hyderabad,Madhapur,4.0,1773 votes,850
None,9910,Pizza,9am – 1am (Mon-Sun),Bangalore,RT Nagar,3.8,50 votes,800
None,6566,"North Indian, Chinese",11am – 1am (Mon-Sun),Noida,Sector 15,4.2,618 votes,400
QUICK BITES,11322,South Indian,9am – 10:30pm (Mon-Sun),Chennai,Kodambakkam,3.7,95 votes,150
BAKERY,3272,"Bakery, Fast Food",9am – 10:30pm (Mon-Sun),Kochi,Pukalakkatt Complex Palarivattom Vytilla road Palarivattom,-,,200
CASUAL DINING,12973,"North Indian, Italian, Chinese, Thai, Kebab",12noon – 12midnight (Mon-Sun),New Delhi,Netaji Subhash Place,4.1,1061 votes,1400
QUICK BITES,469,"South Indian, Arabian, North Indian, Chinese, Biryani",11am – 11pm (Mon-Sun),Chennai,Vepery,3.3,75 votes,600
CAFÉ,13617,"Cafe, North Indian, South Indian",11am – 11pm (Mon-Sun),New Delhi,Krishna Nagar,3.8,606 votes,700
FOOD COURT,7277,North Indian,11am – 11pm (Mon-Sun),Hyderabad,Manikonda,2.9,193 votes,500
QUICK BITES,8247,"Street Food, Chinese",7am – 11pm (Mon-Sun),Hyderabad,Mehdipatnam,3.8,83 votes,200
CASUAL DINING,2265,North Indian,"12noon – 3:59pm, 7pm – 12midnight...",Bandra West,Pali Hill,4.4,2147 votes,800
QUICK BITES,2344,"Salad, Sandwich, Fast Food, Beverages, Burger",12noon – 10pm (Mon-Sun),Chennai,Egmore,3.8,90 votes,500
QUICK BITES,4752,"North Indian, Chinese",12:30pm – 11:30pm (Mon-Sun),Hyderabad,Saroor Nagar,2.5,111 votes,350
QUICK BITES,5080,"South Indian, North Indian",6am – 10pm (Mon-Sun),Chennai,T. Nagar,3.8,167 votes,350
BEVERAGE SHOP,5226,Beverages,2:30pm – 2am (Mon-Sun),Hyderabad,Hitech City,3.8,57 votes,300
QUICK BITES,12699,"Ice Cream, Street Food",10am – 10pm (Mon-Sun),Hyderabad,Jeedimetla,3.6,40 votes,300
CASUAL DINING,15286,"North Indian, South Indian, Chinese",7:30am – 10:30pm (Mon-Sun),Hyderabad,Himayath Nagar,4.0,446 votes,700
None,6907,"Italian, Fast Food, Beverages",11am – 11pm (Mon-Sun),New Delhi,Kamla Nagar,NEW,,300
QUICK BITES,9656,Fast Food,8am – 11pm (Mon-Sun),Mumbai,Mahakali,3.8,117 votes,300
QUICK BITES,1104,"Chinese, North Indian, Thai",11am – 11pm (Mon-Sun),Mumbai,Virar,NEW,,500
DESSERT PARLOR,12846,"Desserts, Ice Cream","12noon – 12midnight (Mon, Tue, Wed, Thu, Sun)...",Bangalore,Marathahalli,4.1,291 votes,300
QUICK BITES,11352,South Indian,"7:35am – 11pm (Mon, Tue, Wed, Fri), 7:30am –...",Secunderabad,Uppal,3.1,244 votes,200
QUICK BITES,5592,"Biryani, Continental, Fast Food, North Indian, Chinese",12noon – 1am (Mon-Sun),New Delhi,Karkardooma,4.0,968 votes,650
"CASUAL DINING,BAR",7649,"Finger Food, North Indian, Kebab, Chinese",12noon – 11:30pm (Mon-Sun),Hyderabad,Gachibowli,3.9,815 votes,1000
CASUAL DINING,5356,"North Indian, South Indian, Fast Food",10:30am – 12midnight (Mon-Sun),Thane West,Naupada,3.8,120 votes,800
QUICK BITES,13122,"Street Food, Desserts",10am – 10pm (Mon-Sun),Mumbai,Kandivali West,3.9,155 votes,150
CASUAL DINING,8256,"North Indian, Chinese, Malwani, Seafood",11am – 12midnight (Mon-Sun),Navi Mumbai,Nerul East,4.3,670 votes,800
QUICK BITES,779,"North Indian, Chinese, Rolls",8am – 11pm (Mon-Sun),Bangalore,Kumaraswamy Layout,3.5,121 votes,250
None,13835,"North Indian, Kebab, Mughlai, Biryani",11am – 11pm (Mon-Sun),New Delhi,Chittaranjan Park,4.7,638 votes,500
QUICK BITES,5821,"North Indian, Chinese",11am – 9pm (Mon-Sun),Chennai,Nanganallur,3.6,146 votes,300
QUICK BITES,10222,Kerala,"12noon – 3:30pm, 7pm – 10:30pm (Mon-Sun)",Hyderabad,Gachibowli,4.1,400 votes,500
"DESSERT PARLOR,QUICK BITES",2465,"Desserts, Ice Cream, Juices, Beverages, Fast Food",10am – 10pm (Mon-Sun),Kochi,MG Road,-,,400
QUICK BITES,10823,"Biryani, South Indian, Fast Food",12noon – 11pm (Mon-Sun),Chennai,Old Mahabalipuram Road (OMR),2.6,83 votes,300
CAFÉ,2702,"Cafe, Continental",11:30am – 10pm (Mon-Sun),Thammenahalli Village,Acharya Doctor Sarvepalli Radhakrishnan Road,3.7,60 votes,600
QUICK BITES,6386,"Fast Food, Desserts, Beverages","12midnight – 12:30AM, 11:30am – 12midnight...",Mumbai,Ghatkopar East,4.2,880 votes,400
CASUAL DINING,8433,"North Indian, Street Food","8:30am – 3pm, 6pm – 10:30pm (Mon-Sun)",Chennai,Park Town,3.4,21 votes,600
QUICK BITES,10996,Biryani,11am – 4pm (Mon-Sun),Kochi,Kakkanad,-,,200
None,1853,"North Indian, Biryani",12noon – 4am (Mon-Sun),,,4.2,215 votes,600
CASUAL DINING,8819,"North Indian, Chinese",10:30am – 12:30AM (Mon-Sun),Mumbai,Mahakali,4.0,884 votes,800
CASUAL DINING,12393,"Gujarati, Street Food",12noon – 11pm (Mon-Sun),Mumbai,Chowpatty,4.1,1508 votes,800
CASUAL DINING,7936,"North Indian, Chinese","11am – 3pm, 6:30pm – 11pm (Mon-Sun)",Chennai,Kilpauk,3.9,389 votes,800
BAKERY,8604,Bakery,11:45am – 11:30pm (Mon-Sun),Chennai,Chromepet,3.5,23 votes,200
QUICK BITES,9153,Desserts,"11:30am – 3am (Mon, Wed, Thu, Fri, Sat, Sun)...",Gurgaon,Sector 50,4.3,161 votes,400
QUICK BITES,667,"Biryani, Chettinad, North Indian, Chinese","11:30am – 10:30pm (Mon-Sat),11am – 10:30pm (Sun)",Chennai,T. Nagar,3.9,239 votes,450
CASUAL DINING,6368,"North Indian, Chinese",7:30am – 11pm (Mon-Sun),Bangalore,HSR,3.9,57 votes,400
CASUAL DINING,10873,"Gujarati, Rajasthani, North Indian","12noon – 3:30pm, 7pm – 11pm (Mon-Sun)",Mumbai,Ghatkopar West,4.4,1373 votes,950
None,4236,"North Indian, Chinese",7pm – 4am (Mon-Sun),Chennai,Kodambakkam,3.5,31 votes,400
CASUAL DINING,14195,"Desserts, Asian, Beverages",11:30am – 9pm (Mon-Sun),Bangalore,Basavanagudi,4.3,1056 votes,1000
QUICK BITES,4995,Chinese,6am – 10:30pm (Mon-Sun),Hyderabad,Basheer Bagh,3.3,65 votes,200
QUICK BITES,13722,South Indian,12noon – 10:15pm (Mon-Sun),New Delhi,Rohini,3.6,33 votes,300
CASUAL DINING,12357,"Fast Food, Pizza",11am – 11:30pm (Mon-Sun),Navi Mumbai,Nerul East,3.9,754 votes,600
QUICK BITES,349,"South Indian, North Indian, Chinese",7am – 11pm (Mon-Sun),Bangalore,JP Nagar,4.0,346 votes,300
QUICK BITES,1200,"Biryani, North Indian, Kebab","12noon – 3:30pm, 7pm – 12:30AM (Mon-Sun)",Mumbai,Powai,NEW,,500
QUICK BITES,6950,Biryani,12noon – 11pm (Mon-Sun),Secunderabad,ECIL,3.5,37 votes,300
CASUAL DINING,11881,"North Indian, Chinese, South Indian",11am – 12:30AM (Mon-Sun),Mumbai,Santacruz West,3.8,552 votes,700
"FINE DINING,BAR",12331,"Modern Indian, European, American","12noon – 11:30pm (Mon, Tue, Thu), 12noon – 1am...",Bangalore,Indiranagar,4.4,1001 votes,2500
CASUAL DINING,1080,"North Indian, South Indian, Chinese, Street Food, Beverages",8am – 11:30pm (Mon-Sun),Mumbai,Malad East,3.8,122 votes,650
CASUAL DINING,4173,"South Indian, Biryani, North Indian",11am – 11pm (Mon-Sun),Kochi,Marad,3.1,8 votes,200
None,14965,"Healthy Food, Salad",8am – 11pm (Mon-Sun),Bangalore,Koramangala 1st Block,4.1,318 votes,650
QUICK BITES,9582,"Chinese, Seafood, North Indian, Biryani",6pm – 6am (Mon-Sun),Chennai,Saidapet,3.5,102 votes,450
QUICK BITES,4315,"Biryani, Desserts, North Indian",10:30am – 12midnight (Mon-Sun),Greater Noida,Alpha 2,NEW,,300
QUICK BITES,10489,"Mughlai, North Indian, Chinese, Momos",12noon – 2am (Mon-Sun),Gurgaon,DLF Phase 2,4.2,477 votes,600
CAFÉ,15218,"Cafe, Italian, Fast Food",10am – 1am (Mon-Sun),Bangalore,Koramangala 6th Block,3.7,23 votes,800
LOUNGE,5043,"Continental, American, Italian, Salad",12noon – 1am (Mon-Sun),New Delhi,Hauz Khas Village,4.4,1060 votes,1900
CASUAL DINING,6023,"Kerala, Seafood, North Indian, Chinese",7am – 11pm (Mon-Sun),Kochi,Palarivattom,3.4,65 votes,600
CASUAL DINING,6620,"North Indian, Chinese, Fast Food",11am – 11pm (Mon-Sun),Faridabad,Sector 7,4.1,227 votes,500
SWEET SHOP,354,"Mithai, Fast Food",9am – 9:30pm (Mon-Sun),Bangalore,Whitefield,3.8,26 votes,200
QUICK BITES,12553,"North Indian, Chinese","12noon – 4pm, 6pm – 11pm (Mon-Sun)",Bangalore,K.R Puram,3.1,40 votes,350
QUICK BITES,5898,Kerala,6am – 11pm (Mon-Sun),Kochi,Chullickal,3.8,27 votes,200
QUICK BITES,7091,"Kerala, Chinese",8am – 10:30pm (Mon-Sun),SG Palya,Venkateshwara Layout,4.0,156 votes,200
QUICK BITES,8504,"North Indian, Beverages","10am – 3pm, 6pm – 2am (Mon-Sun)",Bangalore,Frazer Town,3.8,85 votes,300
None,3891,"Chinese, North Indian, South Indian","12noon – 3pm, 7pm – 11pm (Mon-Sun)",Chennai,Perambur,3.7,25 votes,400
CASUAL DINING,12967,"Pizza, Italian, Fast Food",12noon – 11pm (Mon-Sun),Chennai,Besant Nagar,4.3,565 votes,650
CAFÉ,4366,Cafe,11am – 11pm (Mon-Sun),Hyderabad,Film Nagar,4.0,48 votes,600
None,3201,North Indian,12noon – 3am (Mon-Sun),Bangalore,Marathahalli,NEW,,200
QUICK BITES,4183,"North Indian, Continental","Closed (Mon),12noon – 10pm (Tue-Sun)",Attapur.,Hyderguda,3.1,40 votes,350
"CAFÉ,CASUAL DINING",14584,Cafe,9:30am – 10:30pm (Mon-Sun),Kochi,Pallimukku,3.4,20 votes,500
"CASUAL DINING,BAR",5330,"Continental, North Indian, Chinese, Finger Food",11am – 12midnight (Mon-Sun),Bangalore,Nagawara,4.1,228 votes,1200
None,12071,North Indian,11am – 9pm (Mon-Sun),Chennai,Triplicane,3.7,71 votes,300
DHABA,8841,"North Indian, Chinese, Mughlai","6pm – 12midnight (Mon, Tue, Wed, Thu, Sun)...",Near Shangrilla Bus Stop,Bhandup West,3.8,707 votes,550
None,9560,"Chinese, Fast Food",11am – 4am (Mon-Sun),Mumbai,Kandivali West,3.8,648 votes,500
QUICK BITES,583,"Biryani, Hyderabadi",12noon – 10pm (Mon-Sun),Chennai,Perungudi,3.4,97 votes,350
CASUAL DINING,1118,"Kerala, South Indian, Singaporean",5:30am – 9pm (Mon-Sun),Kochi,Elamakkara,2.9,6 votes,200
QUICK BITES,440,Street Food,12noon – 12midnight (Mon-Sun),Hyderabad,Charminar,3.9,366 votes,200
FINE DINING,605,"Asian, Chinese, Thai","12noon – 3pm, 7pm – 12midnight (Mon-Sun)",Mumbai,Colaba,4.3,1600 votes,2300
None,568,Biryani,9am – 11pm (Mon-Sun),Ghaziabad,Shop 5 Plot 2 Village Sahberi Crossing Republik,3.4,26 votes,200
CASUAL DINING,3300,"Chinese, North Indian, Kerala, Seafood, Fast Food",6:30am – 12midnight (Mon-Sun),Bangalore,HSR,3.4,5 votes,600
"MICROBREWERY,CASUAL DINING",3745,"Modern Indian, Finger Food, Sushi, Bar Food, Italian, Asian, Pizza",12noon – 12midnight (Mon-Sun),Gurgaon,Sector 29,4.7,636 votes,1500
QUICK BITES,13528,"Fast Food, Burger",11am – 10:30pm (Mon-Sun),New Delhi,Pitampura,NEW,,300
CASUAL DINING,4121,"South Indian, North Indian, Chinese, Continental","12:30pm – 3pm, 7pm – 10pm (Mon-Sun)",Kochi,Chittoor Road,2.9,5 votes,700
QUICK BITES,12465,"Seafood, Chinese, South Indian",11:30am – 11pm (Mon-Sun),Bangalore,Sahakar Nagar,3.9,48 votes,400
QUICK BITES,6287,South Indian,6am – 11pm (Mon-Sun),Chennai,Porur,2.8,44 votes,300
KIOSK,7450,"Fast Food, Rolls",12noon – 10pm (Mon-Sun),Bangalore,Rammurthy Nagar,3.7,21 votes,150
QUICK BITES,6333,Kerala,"11am – 4pm, 6pm – 11pm (Mon-Sun)",Chennai,Kodambakkam,3.4,65 votes,700
CAFÉ,10565,"Cafe, Fast Food",10:30am – 10:30pm (Mon-Sun),Mumbai,Juhu,4.4,7926 votes,700
BAR,15504,"Continental, Pizza, Asian, North Indian","12noon – 12midnight (Mon, Tue, Wed, Thu, Sun)...",Hyderabad,Jubilee Hills,NEW,,1400
"BAR,CASUAL DINING",14002,"Continental, American, Lebanese, European","6pm – 1:30am (Mon-Fri),12noon – 1:30am (Sat-Sun)",Khar (west),Sand Pada,4.0,1027 votes,1700
QUICK BITES,7980,"Fast Food, Burger",10am – 11pm (Mon-Sun),New Delhi,Paschim Vihar,4.0,963 votes,500
CASUAL DINING,11717,"Juices, Desserts, North Indian","11am – 11pm (Mon-Sat),8am – 11pm (Sun)",Kochi,Kacheripady,4.1,517 votes,750
None,9492,North Indian,3pm – 11pm (Mon-Sun),Hyderabad,Gandipet,3.6,75 votes,200
CAFÉ,11614,"Cafe, Pizza, Burger",11am – 3am (Mon-Sun),Gurgaon,Sector 50,4.2,898 votes,750
CASUAL DINING,11463,"North Indian, Mughlai, Chinese","11:45am – 4:30pm, 7pm – 11:45pm (Mon-Sun)",Mumbai,Chembur,3.7,96 votes,450
QUICK BITES,9449,"Street Food, Chinese",10am – 11pm (Mon-Sun),Hyderabad,Abids,2.7,64 votes,150
DESSERT PARLOR,7084,"Desserts, Beverages",12noon – 11pm (Mon-Sun),Chennai,Pallikaranai,3.7,48 votes,200
QUICK BITES,1717,"North Indian, Chinese, Fast Food",11am – 4am (Mon-Sun),New Delhi,Rohini,3.5,208 votes,600
CASUAL DINING,4706,"Andhra, Chinese, North Indian, South Indian",11:30am – 11pm (Mon-Sun),Secunderabad,Mallapur,3.7,125 votes,500
QUICK BITES,3147,"Chinese, Fast Food",5:30pm – 3am (Mon-Sun),Mumbai,Malwani Malad West,3.4,19 votes,400
FINE DINING,5144,"Continental, Italian, North Indian, South Indian, Chinese, Mediterranean","7am – 11:30pm (Mon-Thu),7am – 11:45pm (Fri-Sun)",Andheri West,Andheri Lokhandwala,4.2,1039 votes,1500
None,6754,Desserts,10am – 10:45pm (Mon-Sun),Hyderabad,Gachibowli,4.1,53 votes,200
QUICK BITES,15463,"Biryani, Chinese",9am – 11pm (Mon-Sun),Noida,Sector 49,NEW,,250
CASUAL DINING,13950,"Thai, Chinese","12:30pm – 3:30pm, 7pm – 11pm (Mon-Sun)",Bangalore,Whitefield,3.4,5 votes,500
QUICK BITES,4712,"North Indian, Chinese",11am – 11pm (Mon-Sun),New Delhi,Chawri Bazar,NEW,,300
CASUAL DINING,7923,Chinese,11am – 11:15pm (Mon-Sun),Hyderabad,Attapur,3.7,358 votes,650
